RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS
254,69,18,16,15,0.0,80,,,13,+3 Laps
254,90,28,22,16,0.0,78,,,15,+5 Laps
254,64,28,21,17,0.0,77,,,16,+6 Laps
254,22,17,11,18,0.0,67,,,10,Electrical
254,81,29,19,19,0.0,63,,,5,Engine
254,89,29,20,20,0.0,38,,,10,Electrical
254,85,30,23,21,0.0,14,,,6,Gearbox
254,88,27,13,22,0.0,10,,,20,Spun off
254,96,15,15,23,0.0,7,,,20,Spun off
254,92,30,24,24,0.0,2,,,6,Gearbox
255,30,22,1,1,10.0,53,,,1,Finished
255,57,1,3,2,6.0,53,,,1,Finished
255,65,22,9,3,4.0,53,,,1,Finished
255,56,17,7,4,3.0,53,,,1,Finished
255,44,27,11,5,2.0,52,,,11,+1 Lap
255,63,25,12,6,1.0,52,,,11,+1 Lap
255,87,1,23,7,0.0,52,,,11,+1 Lap
255,49,15,8,8,0.0,52,,,11,+1 Lap
255,69,18,17,9,0.0,51,,,12,+2 Laps
255,91,15,15,10,0.0,51,,,12,+2 Laps
255,83,18,16,11,0.0,51,,,12,+2 Laps
255,89,29,18,12,0.0,51,,,12,+2 Laps
255,71,3,4,13,0.0,40,,,20,Spun off
255,14,3,6,14,0.0,39,,,20,Spun off
255,64,28,20,15,0.0,32,,,20,Spun off
255,55,6,2,16,0.0,24,,,5,Engine
255,85,30,19,17,0.0,23,,,20,Spun off
255,77,6,5,18,0.0,16,,,10,Electrical
255,22,17,10,19,0.0,15,,,20,Spun off
255,79,25,13,20,0.0,12,,,20,Spun off
255,92,30,22,21,0.0,6,,,86,Halfshaft
255,90,28,21,22,0.0,1,,,6,Gearbox
255,81,29,14,23,0.0,0,,,20,Spun off
255,88,27,0,24,0.0,0,,,3,Accident
256,71,3,1,1,10.0,81,,,1,Finished
256,44,27,12,2,6.0,79,,,12,+2 Laps
256,81,29,13,3,4.0,79,,,12,+2 Laps
256,87,1,10,4,3.0,79,,,12,+2 Laps
256,63,25,14,5,2.0,78,,,13,+3 Laps
256,83,18,17,6,1.0,78,,,13,+3 Laps
256,64,28,21,7,0.0,77,,,14,+4 Laps
256,92,30,23,8,0.0,76,,,15,+5 Laps
256,79,25,16,9,0.0,70,,,5,Engine
256,65,22,8,10,0.0,69,,,7,Transmission
256,56,17,9,11,0.0,62,,,5,Engine
256,49,15,6,12,0.0,39,,,6,Gearbox
256,77,6,4,13,0.0,34,,,5,Engine
256,84,27,11,14,0.0,29,,,20,Spun off
256,30,22,3,15,0.0,25,,,4,Collision
256,55,6,5,16,0.0,23,,,4,Collision
256,90,28,20,17,0.0,21,,,20,Spun off
256,22,17,7,18,0.0,20,,,20,Spun off
256,14,3,2,19,0.0,19,,,3,Accident
256,89,29,19,20,0.0,15,,,20,Spun off
256,91,15,18,21,0.0,8,,,68,Physical
256,85,30,22,22,0.0,2,,,6,Gearbox
256,69,18,15,23,0.0,0,,,10,Electrical
256,57,1,24,24,0.0,0,,,73,Injured
257,30,22,2,1,10.0,71,,,1,Finished
257,71,3,4,2,6.0,70,,,11,+1 Lap
257,55,6,3,3,4.0,70,,,11,+1 Lap
257,22,17,14,4,3.0,70,,,11,+1 Lap
257,79,25,10,5,2.0,69,,,12,+2 Laps
257,91,15,7,6,1.0,69,,,12,+2 Laps
257,65,32,21,7,0.0,69,,,12,+2 Laps
257,94,18,15,8,0.0,69,,,12,+2 Laps
257,100,33,13,9,0.0,68,,,13,+3 Laps
257,83,32,24,10,0.0,68,,,13,+3 Laps
257,44,27,19,11,0.0,68,,,13,+3 Laps
257,101,31,26,12,0.0,67,,,14,+4 Laps
257,102,3,1,13,0.0,55,,,20,Spun off
257,84,1,18,14,0.0,34,,,4,Collision
257,56,17,16,15,0.0,34,,,4,Collision
257,50,22,9,16,0.0,34,,,4,Collision
257,103,27,20,17,0.0,33,,,4,Collision
257,87,25,12,18,0.0,21,,,20,Spun off
257,104,29,11,19,0.0,21,,,6,Gearbox
257,49,15,5,20,0.0,15,,,20,Spun off
257,57,1,8,21,0.0,13,,,5,Engine
257,105,18,22,22,0.0,7,,,5,Engine
257,81,29,6,23,0.0,5,,,6,Gearbox
257,77,6,17,24,0.0,5,,,5,Engine
257,106,33,23,25,0.0,2,,,3,Accident
257,92,30,25,26,0.0,1,,,3,Accident
257,107,31,27,27,0.0,0,,,81,Did not qualify
257,108,30,28,28,0.0,0,,,81,Did not qualify
258,30,22,2,1,10.0,83,,,1,Finished
258,77,6,5,2,6.0,83,,,1,Finished
258,22,17,8,3,4.0,82,,,11,+1 Lap
258,104,29,9,4,3.0,82,,,11,+1 Lap
258,49,15,11,5,2.0,82,,,11,+1 Lap
258,100,33,16,6,1.0,80,,,13,+3 Laps
258,65,32,23,7,0.0,80,,,13,+3 Laps
258,83,32,24,8,0.0,79,,,14,+4 Laps
258,44,27,22,9,0.0,78,,,15,+5 Laps
258,103,27,18,10,0.0,78,,,15,+5 Laps
258,107,31,26,11,0.0,78,,,15,+5 Laps
258,81,29,13,12,0.0,69,,,5,Engine
258,91,15,19,13,0.0,69,,,4,Collision
258,105,18,15,14,0.0,69,,,4,Collision
258,84,1,6,15,0.0,67,,,25,Overheating
258,94,18,17,16,0.0,63,,,20,Spun off
258,50,22,10,17,0.0,54,,,20,Spun off
258,71,3,3,18,0.0,49,,,7,Transmission
258,88,17,20,19,0.0,44,,,38,Steering
258,79,25,14,20,0.0,42,,,5,Engine
258,57,1,4,21,0.0,19,,,6,Gearbox
258,106,33,21,22,0.0,14,,,10,Electrical
258,101,31,25,23,0.0,2,,,10,Electrical
258,102,3,1,24,0.0,0,,,4,Collision
258,78,6,7,25,0.0,0,,,4,Collision
258,87,25,12,26,0.0,0,,,4,Collision
258,92,30,0,27,0.0,0,,,81,Did not qualify
258,108,30,0,28,0.0,0,,,81,Did not qualify
259,30,22,2,1,10.0,58,,,1,Finished
259,78,6,6,2,6.0,58,,,1,Finished
259,57,1,8,3,4.0,58,,,1,Finished
259,91,15,10,4,3.0,58,,,1,Finished
259,79,25,9,5,2.0,57,,,11,+1 Lap
259,71,3,4,6,1.0,57,,,11,+1 Lap
259,49,15,7,7,0.0,57,,,11,+1 Lap
259,84,1,13,8,0.0,57,,,11,+1 Lap
259,87,25,12,9,0.0,56,,,12,+2 Laps
259,65,32,20,10,0.0,56,,,12,+2 Laps
259,44,27,19,11,0.0,56,,,12,+2 Laps
259,103,27,17,12,0.0,55,,,13,+3 Laps
259,104,29,16,13,0.0,54,,,20,Spun off
259,110,17,21,14,0.0,49,,,20,Spun off
259,105,18,15,15,0.0,44,,,36,Wheel
259,81,29,11,16,0.0,40,,,5,Engine
259,94,18,14,17,0.0,37,,,20,Spun off
259,101,31,24,18,0.0,27,,,20,Spun off
259,92,30,25,19,0.0,23,,,5,Engine
259,106,33,23,20,0.0,17,,,5,Engine
259,77,6,3,21,0.0,16,,,22,Suspension
259,102,3,1,22,0.0,5,,,3,Accident
259,100,33,18,23,0.0,5,,,54,Withdrew
259,109,22,5,24,0.0,0,,,4,Collision
259,83,32,22,25,0.0,0,,,4,Collision
259,107,31,0,26,0.0,0,,,3,Accident
259,22,17,0,27,0.0,0,,,82,Injury
259,108,30,0,28,0.0,0,,,81,Did not qualify
260,30,22,1,1,10.0,78,,,1,Finished
260,84,1,8,2,6.0,78,,,1,Finished
260,77,6,3,3,4.0,78,,,1,Finished
260,110,17,14,4,3.0,77,,,11,+1 Lap
260,55,6,5,5,2.0,77,,,11,+1 Lap
260,105,18,12,6,1.0,77,,,11,+1 Lap
260,109,22,17,7,0.0,77,,,11,+1 Lap
260,106,33,18,8,0.0,76,,,12,+2 Laps
260,44,27,20,9,0.0,76,,,12,+2 Laps
260,100,33,13,10,0.0,75,,,13,+3 Laps
260,83,32,19,11,0.0,73,,,15,+5 Laps
260,65,32,16,12,0.0,68,,,6,Gearbox
260,108,30,24,13,0.0,53,,,68,Physical
260,92,30,23,14,0.0,49,,,6,Gearbox
260,104,29,6,15,0.0,47,,,6,Gearbox
260,101,31,22,16,0.0,45,,,5,Engine
260,87,25,10,17,0.0,40,,,5,Engine
260,79,25,11,18,0.0,38,,,6,Gearbox
260,103,27,21,19,0.0,34,,,20,Spun off
260,22,17,15,20,0.0,27,,,10,Electrical
260,57,1,2,21,0.0,0,,,4,Collision
260,71,3,4,22,0.0,0,,,4,Collision
260,81,29,7,23,0.0,0,,,4,Collision
260,94,18,9,24,0.0,0,,,4,Collision
260,49,15,0,25,0.0,0,,,54,Withdrew
260,91,15,0,26,0.0,0,,,82,Injury
261,71,3,2,1,10.0,65,,,1,Finished
261,30,22,1,2,6.0,65,,,1,Finished
261,87,25,11,3,4.0,65,,,1,Finished
261,55,6,6,4,3.0,64,,,11,+1 Lap
261,94,18,18,5,2.0,64,,,11,+1 Lap
261,56,17,13,6,1.0,64,,,11,+1 Lap
261,44,27,19,7,0.0,63,,,12,+2 Laps
261,103,27,20,8,0.0,62,,,13,+3 Laps
261,70,32,23,9,0.0,62,,,13,+3 Laps
261,101,31,24,10,0.0,61,,,14,+4 Laps
261,84,1,8,11,0.0,59,,,7,Transmission
261,109,22,4,12,0.0,53,,,5,Engine
261,57,1,3,13,0.0,48,,,5,Engine
261,65,32,22,14,0.0,41,,,20,Spun off
261,22,17,5,15,0.0,39,,,20,Spun off
261,104,29,21,16,0.0,35,,,5,Engine
261,14,3,9,17,0.0,32,,,10,Electrical
261,92,30,25,18,0.0,32,,,41,Broken wing
261,77,6,7,19,0.0,27,,,6,Gearbox
261,81,29,15,20,0.0,24,,,69,Fuel system
261,49,15,12,21,0.0,21,,,6,Gearbox
261,100,33,16,22,0.0,19,,,21,Radiator
261,79,25,10,23,0.0,16,,,5,Engine
261,105,18,14,24,0.0,4,,,5,Engine
261,108,30,26,25,0.0,2,,,20,Spun off
261,106,33,17,26,0.0,0,,,5,Engine
261,85,31,0,27,0.0,0,,,82,Injury
262,30,22,1,1,10.0,69,,,1,Finished
262,71,3,4,2,6.0,69,,,1,Finished
262,55,6,2,3,4.0,69,,,1,Finished
262,77,6,3,4,3.0,69,,,1,Finished
262,14,3,5,5,2.0,68,,,11,+1 Lap
262,109,22,20,6,1.0,68,,,11,+1 Lap
262,22,17,6,7,0.0,68,,,11,+1 Lap
262,65,32,17,8,0.0,68,,,11,+1 Lap
262,94,18,15,9,0.0,68,,,11,+1 Lap
262,87,25,13,10,0.0,67,,,20,Spun off
262,105,18,18,11,0.0,67,,,12,+2 Laps
262,44,27,19,12,0.0,67,,,12,+2 Laps
262,103,27,24,13,0.0,66,,,13,+3 Laps
262,101,31,25,14,0.0,65,,,14,+4 Laps
262,70,32,23,15,0.0,62,,,17,+7 Laps
262,104,29,16,16,0.0,68,,,2,Disqualified
262,57,1,7,17,0.0,61,,,5,Engine
262,106,33,22,18,0.0,57,,,5,Engine
262,81,29,11,19,0.0,50,,,7,Transmission
262,92,30,26,20,0.0,47,,,51,Oil pressure
262,100,33,21,21,0.0,45,,,8,Clutch
262,79,25,9,22,0.0,44,,,3,Accident
262,56,17,8,23,0.0,40,,,20,Spun off
262,110,15,14,24,0.0,24,,,51,Oil pressure
262,49,15,10,25,0.0,5,,,20,Spun off
262,84,1,12,26,0.0,3,,,10,Electrical
262,108,30,0,27,0.0,0,,,81,Did not qualify
263,30,22,3,1,10.0,72,,,1,Finished
263,71,3,1,2,6.0,72,,,1,Finished
263,77,6,5,3,4.0,72,,,1,Finished
263,49,15,10,4,3.0,71,,,11,+1 Lap
263,94,18,16,5,2.0,70,,,12,+2 Laps
263,110,15,11,6,1.0,70,,,12,+2 Laps
263,65,32,19,7,0.0,70,,,12,+2 Laps
263,104,29,18,8,0.0,70,,,12,+2 Laps
263,111,31,26,9,0.0,68,,,14,+4 Laps
263,87,25,17,10,0.0,67,,,15,+5 Laps
263,100,33,20,11,0.0,66,,,5,Engine
263,79,25,14,12,0.0,53,,,20,Spun off
263,57,1,9,13,0.0,48,,,5,Engine
263,95,3,2,14,0.0,45,,,6,Gearbox
263,55,6,4,15,0.0,41,,,4,Collision
263,22,17,7,16,0.0,41,,,4,Collision
263,103,27,15,17,0.0,40,,,6,Gearbox
263,106,33,25,18,0.0,36,,,5,Engine
263,84,1,12,19,0.0,29,,,5,Engine
263,81,29,22,20,0.0,28,,,4,Collision
263,44,27,13,21,0.0,28,,,4,Collision
263,101,31,24,22,0.0,28,,,7,Transmission
263,50,22,8,23,0.0,25,,,20,Spun off
263,56,17,6,24,0.0,24,,,6,Gearbox
263,105,18,21,25,0.0,21,,,5,Engine
263,70,32,23,26,0.0,20,,,5,Engine
263,108,30,0,27,0.0,0,,,81,Did not qualify
263,92,30,0,28,0.0,0,,,81,Did not qualify
264,71,3,1,1,10.0,60,,,1,Finished
264,55,6,4,2,6.0,60,,,1,Finished
264,57,1,5,3,4.0,60,,,1,Finished
264,22,17,6,4,3.0,60,,,1,Finished
264,14,3,7,5,2.0,59,,,11,+1 Lap
264,79,25,8,6,1.0,59,,,11,+1 Lap
264,49,15,13,7,0.0,59,,,11,+1 Lap
264,50,22,10,8,0.0,59,,,11,+1 Lap
264,104,29,20,9,0.0,58,,,12,+2 Laps
264,94,18,14,10,0.0,58,,,12,+2 Laps
264,65,32,21,11,0.0,58,,,12,+2 Laps
264,44,27,15,12,0.0,58,,,12,+2 Laps
264,103,27,23,13,0.0,58,,,12,+2 Laps
264,106,33,24,14,0.0,58,,,12,+2 Laps
264,101,31,25,15,0.0,57,,,13,+3 Laps
264,111,31,26,16,0.0,57,,,13,+3 Laps
264,30,22,2,17,0.0,60,,,2,Disqualified
264,105,18,17,18,0.0,48,,,5,Engine
264,77,6,3,19,0.0,32,,,5,Engine
264,87,25,11,20,0.0,20,,,6,Gearbox
264,100,33,22,21,0.0,12,,,5,Engine
264,110,15,18,22,0.0,11,,,5,Engine
264,81,29,16,23,0.0,5,,,5,Engine
264,70,32,19,24,0.0,4,,,5,Engine
264,84,1,9,25,0.0,0,,,5,Engine
264,56,17,12,26,0.0,0,,,5,Engine
264,92,30,0,27,0.0,0,,,81,Did not qualify
264,108,30,0,28,0.0,0,,,81,Did not qualify
265,77,6,1,1,10.0,45,,,1,Finished
265,44,27,12,2,6.0,45,,,1,Finished
265,103,27,14,3,4.0,45,,,1,Finished
265,104,29,17,4,3.0,45,,,1,Finished
265,81,29,16,5,2.0,45,,,1,Finished
265,100,33,22,6,1.0,45,,,1,Finished
265,106,33,24,7,0.0,44,,,11,+1 Lap
265,71,3,3,8,0.0,44,,,11,+1 Lap
265,111,31,26,9,0.0,39,,,5,Engine
265,101,31,25,10,0.0,37,,,8,Clutch
265,30,22,4,11,0.0,20,,,5,Engine
265,84,1,13,12,0.0,19,,,5,Engine
265,14,3,6,13,0.0,17,,,10,Electrical
265,50,22,19,14,0.0,15,,,42,Heat shield fire
265,79,25,5,15,0.0,6,,,37,Throttle
265,55,6,2,16,0.0,1,,,10,Electrical
265,87,25,7,17,0.0,0,,,4,Collision
265,57,1,8,18,0.0,0,,,4,Collision
265,49,15,9,19,0.0,0,,,4,Collision
265,56,17,10,20,0.0,0,,,4,Collision
265,22,17,11,21,0.0,0,,,4,Collision
265,65,32,15,22,0.0,0,,,4,Collision
265,110,15,18,23,0.0,0,,,4,Collision
265,94,18,20,24,0.0,0,,,4,Collision
265,70,32,21,25,0.0,0,,,4,Collision
265,105,18,23,26,0.0,0,,,4,Collision
265,92,30,0,27,0.0,0,,,81,Did not qualify
265,108,30,0,28,0.0,0,,,81,Did not qualify
266,30,22,1,1,10.0,77,,,1,Finished
266,71,3,2,2,6.0,77,,,1,Finished
266,50,22,12,3,4.0,77,,,1,Finished
266,84,1,6,4,3.0,76,,,10,Electrical
266,87,25,11,5,2.0,76,,,11,+1 Lap
266,44,27,9,6,1.0,76,,,11,+1 Lap
266,105,18,20,7,0.0,75,,,12,+2 Laps
266,100,33,21,8,0.0,75,,,12,+2 Laps
266,106,33,25,9,0.0,75,,,12,+2 Laps
266,103,27,18,10,0.0,75,,,12,+2 Laps
266,101,31,23,11,0.0,74,,,13,+3 Laps
266,77,6,4,12,0.0,72,,,5,Engine
266,70,32,22,13,0.0,72,,,15,+5 Laps
266,104,29,16,14,0.0,69,,,7,Transmission
266,14,3,3,15,0.0,59,,,20,Spun off
266,55,6,13,16,0.0,58,,,6,Gearbox
266,94,18,15,17,0.0,58,,,20,Spun off
266,49,15,8,18,0.0,39,,,6,Gearbox
266,65,32,24,19,0.0,34,,,10,Electrical
266,110,15,17,20,0.0,30,,,4,Collision
266,81,29,19,21,0.0,30,,,4,Collision
266,112,1,14,22,0.0,21,,,47,Water leak
266,111,31,26,23,0.0,9,,,64,Handling
266,79,25,5,24,0.0,0,,,4,Collision
266,56,17,7,25,0.0,0,,,4,Collision
266,22,17,10,26,0.0,0,,,4,Collision
266,92,30,0,27,0.0,0,,,81,Did not qualify
266,108,30,0,28,0.0,0,,,81,Did not qualify
267,71,3,3,1,10.0,44,,,1,Finished
267,57,1,8,2,6.0,44,,,1,Finished
267,50,22,6,3,4.0,44,,,1,Finished
267,14,3,7,4,3.0,44,,,1,Finished
267,87,25,12,5,2.0,43,,,11,+1 Lap
267,81,29,14,6,1.0,43,,,11,+1 Lap
267,44,27,17,7,0.0,43,,,11,+1 Lap
267,94,18,10,8,0.0,43,,,11,+1 Lap
267,105,18,18,9,0.0,43,,,11,+1 Lap
267,103,27,16,10,0.0,42,,,12,+2 Laps
267,111,31,25,11,0.0,42,,,12,+2 Laps
267,65,32,20,12,0.0,41,,,13,+3 Laps
267,56,17,4,13,0.0,40,,,91,Alternator
267,30,22,2,14,0.0,44,,,2,Disqualified
267,104,29,24,15,0.0,33,,,5,Engine
267,101,31,21,16,0.0,29,,,36,Wheel
267,110,15,15,17,0.0,27,,,37,Throttle
267,84,1,13,18,0.0,24,,,20,Spun off
267,22,17,1,19,0.0,19,,,20,Spun off
267,79,25,23,20,0.0,18,,,5,Engine
267,113,32,26,21,0.0,15,,,20,Spun off
267,77,6,11,22,0.0,11,,,5,Engine
267,112,33,19,23,0.0,11,,,5,Engine
267,49,15,9,24,0.0,10,,,86,Halfshaft
267,100,33,22,25,0.0,3,,,5,Engine
267,55,6,5,26,0.0,2,,,5,Engine
267,92,30,0,27,0.0,0,,,81,Did not qualify
267,108,30,0,28,0.0,0,,,81,Did not qualify
268,71,3,3,1,10.0,53,,,1,Finished
268,77,6,2,2,6.0,53,,,1,Finished
268,57,1,7,3,4.0,53,,,1,Finished
268,22,17,16,4,3.0,53,,,1,Finished
268,84,1,15,5,2.0,53,,,1,Finished
268,14,3,5,6,1.0,52,,,60,Out of fuel
268,103,27,12,7,0.0,52,,,11,+1 Lap
268,100,33,24,8,0.0,52,,,11,+1 Lap
268,109,22,20,9,0.0,52,,,11,+1 Lap
268,44,27,6,10,0.0,51,,,12,+2 Laps
268,101,31,26,11,0.0,46,,,29,Puncture
268,79,25,14,12,0.0,45,,,20,Spun off
268,104,29,19,13,0.0,43,,,5,Engine
268,56,17,9,14,0.0,41,,,5,Engine
268,87,25,21,15,0.0,39,,,20,Spun off
268,94,18,18,16,0.0,30,,,20,Spun off
268,105,18,22,17,0.0,28,,,6,Gearbox
268,49,15,11,18,0.0,22,,,5,Engine
268,110,15,8,19,0.0,20,,,5,Engine
268,111,31,25,20,0.0,20,,,6,Gearbox
268,114,33,23,21,0.0,18,,,20,Spun off
268,55,6,1,22,0.0,14,,,6,Gearbox
268,65,32,4,23,0.0,13,,,91,Alternator
268,50,22,10,24,0.0,0,,,4,Collision
268,70,32,13,25,0.0,0,,,4,Collision
268,81,29,17,26,0.0,0,,,4,Collision
268,92,30,0,27,0.0,0,,,81,Did not qualify
268,108,30,0,28,0.0,0,,,81,Did not qualify
269,71,3,2,1,10.0,71,,,1,Finished
269,14,3,3,2,6.0,71,,,1,Finished
269,57,1,4,3,4.0,71,,,1,Finished
269,22,17,8,4,3.0,71,,,1,Finished
269,50,22,10,5,2.0,71,,,1,Finished
269,84,1,7,6,1.0,71,,,1,Finished
269,56,17,13,7,0.0,70,,,11,+1 Lap
269,104,29,11,8,0.0,70,,,11,+1 Lap
269,81,29,16,9,0.0,70,,,11,+1 Lap
269,103,27,21,10,0.0,70,,,11,+1 Lap
269,65,32,20,11,0.0,70,,,11,+1 Lap
269,94,18,18,12,0.0,69,,,12,+2 Laps
269,105,18,19,13,0.0,69,,,12,+2 Laps
269,114,33,23,14,0.0,69,,,12,+2 Laps
269,111,31,26,15,0.0,67,,,14,+4 Laps
269,113,32,25,16,0.0,67,,,14,+4 Laps
269,44,27,15,17,0.0,70,,,2,Disqualified
269,87,25,12,18,0.0,61,,,5,Engine
269,109,22,14,19,0.0,60,,,20,Spun off
269,110,15,17,20,0.0,54,,,20,Spun off
269,55,6,5,21,0.0,38,,,4,Collision
269,101,31,24,22,0.0,36,,,4,Collision
269,49,15,9,23,0.0,31,,,24,Differential
269,100,33,22,24,0.0,27,,,22,Suspension
269,79,25,6,25,0.0,26,,,6,Gearbox
269,77,6,1,26,0.0,7,,,6,Gearbox
269,92,30,0,27,0.0,0,,,81,Did not qualify
269,108,30,0,28,0.0,0,,,81,Did not qualify
270,30,22,1,1,10.0,69,,,1,Finished
270,71,3,2,2,6.0,69,,,1,Finished
270,57,1,9,3,4.0,69,,,1,Finished
270,56,17,10,4,3.0,69,,,1,Finished
270,77,6,6,5,2.0,68,,,11,+1 Lap
270,49,15,4,6,1.0,68,,,11,+1 Lap
270,79,25,13,7,0.0,68,,,11,+1 Lap
270,65,27,7,8,0.0,68,,,11,+1 Lap
270,44,27,11,9,0.0,68,,,11,+1 Lap
270,55,6,16,10,0.0,68,,,11,+1 Lap
270,81,29,8,11,0.0,68,,,11,+1 Lap
270,22,17,5,12,0.0,68,,,11,+1 Lap
270,87,25,14,13,0.0,68,,,11,+1 Lap
270,105,18,20,14,0.0,67,,,12,+2 Laps
270,94,18,17,15,0.0,67,,,12,+2 Laps
270,70,32,21,16,0.0,67,,,12,+2 Laps
270,104,29,19,17,0.0,66,,,13,+3 Laps
270,103,32,22,18,0.0,66,,,13,+3 Laps
270,93,31,26,19,0.0,64,,,15,+5 Laps
270,95,3,3,20,0.0,47,,,20,Spun off
270,101,31,25,21,0.0,42,,,5,Engine
270,110,15,18,22,0.0,37,,,37,Throttle
270,100,33,23,23,0.0,37,,,91,Alternator
270,50,22,12,24,0.0,15,,,20,Spun off
270,115,33,24,25,0.0,10,,,6,Gearbox
270,84,1,15,26,0.0,8,,,5,Engine
270,92,30,0,27,0.0,0,,,81,Did not qualify
270,108,30,0,28,0.0,0,,,81,Did not qualify
271,71,3,2,1,10.0,50,,,1,Finished
271,30,22,1,2,6.0,50,,,1,Finished
271,55,6,7,3,4.0,50,,,1,Finished
271,95,3,4,4,3.0,50,,,1,Finished
271,56,17,6,5,2.0,50,,,1,Finished
271,49,15,3,6,1.0,50,,,1,Finished
271,57,1,8,7,0.0,50,,,1,Finished
271,104,29,18,8,0.0,49,,,11,+1 Lap
271,100,33,22,9,0.0,49,,,11,+1 Lap
271,63,32,25,10,0.0,49,,,11,+1 Lap
271,44,27,19,11,0.0,49,,,11,+1 Lap
271,101,31,24,12,0.0,48,,,12,+2 Laps
271,70,32,17,13,0.0,48,,,12,+2 Laps
271,87,25,13,14,0.0,26,,,5,Engine
271,22,17,10,15,0.0,16,,,6,Gearbox
271,84,1,9,16,0.0,13,,,20,Spun off
271,81,29,12,17,0.0,13,,,20,Spun off
271,77,6,11,18,0.0,10,,,80,Ignition
271,116,27,20,19,0.0,10,,,4,Collision
271,94,18,16,20,0.0,10,,,4,Collision
271,105,18,21,21,0.0,10,,,20,Spun off
271,65,22,5,22,0.0,3,,,20,Spun off
271,79,25,14,23,0.0,3,,,20,Spun off
271,89,31,26,24,0.0,3,,,20,Spun off
271,109,15,15,25,0.0,0,,,5,Engine
271,115,33,23,26,0.0,0,,,20,Spun off
271,92,30,0,27,0.0,0,,,81,Did not qualify
271,108,30,0,28,0.0,0,,,81,Did not qualify
272,95,3,1,1,10.0,81,,,1,Finished
272,77,6,11,2,6.0,81,,,1,Finished
272,84,1,9,3,4.0,81,,,1,Finished
272,22,17,5,4,3.0,81,,,1,Finished
272,44,27,12,5,2.0,80,,,11,+1 Lap
272,55,6,8,6,1.0,80,,,11,+1 Lap
272,49,15,10,7,0.0,80,,,11,+1 Lap
272,104,29,19,8,0.0,80,,,11,+1 Lap
272,94,18,18,9,0.0,79,,,12,+2 Laps
272,109,15,17,10,0.0,79,,,12,+2 Laps
272,116,27,20,11,0.0,79,,,12,+2 Laps
272,57,1,4,12,0.0,76,,,23,Brakes
272,105,18,16,13,0.0,69,,,22,Suspension
272,87,25,13,14,0.0,66,,,3,Accident
272,98,33,25,15,0.0,56,,,6,Gearbox
272,63,32,22,16,0.0,49,,,10,Electrical
272,101,31,24,17,0.0,49,,,5,Engine
272,70,32,14,18,0.0,40,,,37,Throttle
272,71,3,3,19,0.0,35,,,4,Collision
272,30,22,2,20,0.0,35,,,4,Collision
272,93,31,26,21,0.0,21,,,6,Gearbox
272,79,25,15,22,0.0,19,,,20,Spun off
272,115,33,23,23,0.0,18,,,44,Oil leak
272,81,29,21,24,0.0,17,,,44,Oil leak
272,56,17,6,25,0.0,15,,,20,Spun off
272,65,22,7,26,0.0,13,,,6,Gearbox
272,92,30,0,27,0.0,0,,,81,Did not qualify
272,108,30,0,28,0.0,0,,,81,Did not qualify
273,117,3,1,1,10.0,72,,,1,Finished
273,102,1,2,2,6.0,72,,,1,Finished
273,87,27,8,3,4.0,71,,,11,+1 Lap
273,104,18,13,4,3.0,71,,,11,+1 Lap
273,109,15,6,5,2.0,70,,,12,+2 Laps
273,77,6,15,6,1.0,69,,,5,Engine
273,118,29,22,7,0.0,69,,,20,Spun off
273,84,27,12,8,0.0,57,,,20,Spun off
273,105,26,21,9,0.0,55,,,25,Overheating
273,100,33,19,10,0.0,51,,,5,Engine
273,119,22,7,11,0.0,46,,,20,Spun off
273,30,22,3,12,0.0,39,,,20,Spun off
273,65,32,17,13,0.0,38,,,69,Fuel system
273,91,15,10,14,0.0,33,,,5,Engine
273,22,17,14,15,0.0,31,,,6,Gearbox
273,55,6,5,16,0.0,30,,,22,Suspension
273,112,33,11,17,0.0,27,,,20,Spun off
273,120,18,24,18,0.0,21,,,4,Collision
273,88,29,20,19,0.0,21,,,4,Collision
273,69,26,26,20,0.0,20,,,6,Gearbox
273,71,3,4,21,0.0,16,,,4,Collision
273,70,32,16,22,0.0,16,,,4,Collision
273,121,1,9,23,0.0,4,,,4,Collision
273,122,17,18,24,0.0,2,,,20,Spun off
273,79,25,21,25,0.0,1,,,7,Transmission
273,110,25,23,26,0.0,0,,,7,Transmission
274,102,1,3,1,10.0,71,,,1,Finished
274,71,3,2,2,6.0,71,,,1,Finished
274,30,22,4,3,4.0,71,,,1,Finished
274,65,32,12,4,3.0,71,,,1,Finished
274,87,27,10,5,2.0,71,,,1,Finished
274,70,32,15,6,1.0,70,,,11,+1 Lap
274,112,33,11,7,0.0,70,,,11,+1 Lap
274,55,6,9,8,0.0,70,,,11,+1 Lap
274,118,29,18,9,0.0,69,,,12,+2 Laps
274,100,33,17,10,0.0,69,,,12,+2 Laps
274,105,26,25,11,0.0,68,,,13,+3 Laps
274,69,26,21,12,0.0,68,,,13,+3 Laps
274,91,15,8,13,0.0,61,,,5,Engine
274,109,15,7,14,0.0,52,,,10,Electrical
274,110,25,23,15,0.0,48,,,69,Fuel system
274,117,3,1,16,0.0,29,,,4,Collision
274,104,18,20,17,0.0,28,,,4,Collision
274,88,29,19,18,0.0,27,,,20,Spun off
274,79,25,22,19,0.0,26,,,20,Spun off
