RACEID,DRIVERID,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
1144,830,6.0,0 days 01:27:23.138000,01:27:23.138000
1144,842,7.0,0 days 01:27:45.851000,01:27:45.851000
1144,807,8.0,0 days 01:27:48.845000,01:27:48.845000
1144,4,9.0,0 days 01:27:55.664000,01:27:55.664000
1144,857,10.0,0 days 01:27:57.112000,01:27:57.112000
1144,848,11.0,0 days 01:26:44.542000,01:26:44.542000
1144,852,12.0,0 days 01:26:48.029000,01:26:48.029000
1144,855,13.0,0 days 01:26:50.595000,01:26:50.595000
1144,840,14.0,0 days 01:26:46.764000,01:26:46.764000
1144,862,15.0,0 days 01:26:59.846000,01:26:59.846000
1144,825,16.0,0 days 01:27:50.888000,01:27:50.888000
1144,859,17.0,0 days 01:24:36.949000,01:24:36.949000
1144,822,,0 days 00:47:27.280000,00:47:27.280000
1144,861,,0 days 00:41:10.430000,00:41:10.430000
