RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS,POSITION,FINISH_TIME_INT_SEC,FINISH_TIME_STR
960,4,1,22,7,6.0,44,220.243,1:54.484,1,Finished,7.0,0 days 01:45:50.503000,01:45:50.503000
960,822,3,8,8,4.0,44,220.946,1:54.120,1,Finished,8.0,0 days 01:45:51.209000,01:45:51.209000
960,8,6,3,9,2.0,44,222.157,1:53.498,1,Finished,9.0,0 days 01:45:52.167000,01:45:52.167000
960,13,3,10,10,1.0,44,220.517,1:54.342,1,Finished,10.0,0 days 01:45:56.931000,01:45:56.931000
960,830,9,2,11,0.0,44,222.582,1:53.281,1,Finished,11.0,0 days 01:46:02.196000,01:46:02.196000
960,821,210,18,12,0.0,44,220.53,1:54.335,1,Finished,12.0,0 days 01:46:04.935000,01:46:04.935000
960,154,210,11,13,0.0,44,221.561,1:53.803,1,Finished,13.0,0 days 01:46:07.532000,01:46:07.532000
960,826,5,19,14,0.0,44,224.965,1:52.081,1,Finished,14.0,0 days 01:46:18.155000,01:46:18.155000
960,835,4,13,15,0.0,44,222.641,1:53.251,1,Finished,15.0,0 days 01:46:24.223000,01:46:24.223000
960,839,209,17,16,0.0,43,217.865,1:55.734,11,+1 Lap,16.0,0 days 01:45:02.381000,01:45:02.381000
960,831,15,16,17,0.0,43,217.081,1:56.152,11,+1 Lap,17.0,0 days 01:45:03.537000,01:45:03.537000
960,825,4,12,18,0.0,5,216.269,1:56.588,3,Accident,,0 days 00:10:09.440000,00:10:09.440000
960,828,15,20,19,0.0,3,186.421,2:15.255,6,Gearbox,,0 days 00:07:02.359000,00:07:02.359000
960,832,5,14,20,0.0,1,,,29,Puncture,,0 days 00:02:05.072000,00:02:05.072000
960,18,1,9,21,0.0,1,,,130,Collision damage,,0 days 00:02:21.859000,00:02:21.859000
960,836,209,15,22,0.0,0,,,130,Collision damage,,,
961,3,131,2,1,25.0,53,240.82,1:26.599,1,Finished,1.0,0 days 01:17:28.089000,01:17:28.089000
961,1,131,1,2,18.0,53,241.646,1:26.303,1,Finished,2.0,0 days 01:17:43.159000,01:17:43.159000
961,20,6,3,3,15.0,53,241.626,1:26.310,1,Finished,3.0,0 days 01:17:49.079000,01:17:49.079000
961,8,6,4,4,12.0,53,242.452,1:26.016,1,Finished,4.0,0 days 01:17:55.650000,01:17:55.650000
961,817,9,6,5,10.0,53,242.726,1:25.919,1,Finished,5.0,0 days 01:18:13.384000,01:18:13.384000
961,822,3,5,6,8.0,53,240.517,1:26.708,1,Finished,6.0,0 days 01:18:19.104000,01:18:19.104000
961,830,9,7,7,6.0,53,241.361,1:26.405,1,Finished,7.0,0 days 01:18:22.325000,01:18:22.325000
961,815,10,8,8,4.0,53,239.93,1:26.920,1,Finished,8.0,0 days 01:18:33.043000,01:18:33.043000
961,13,3,11,9,2.0,53,241.375,1:26.400,1,Finished,9.0,0 days 01:18:33.706000,01:18:33.706000
961,807,10,9,10,1.0,53,239.837,1:26.954,1,Finished,10.0,0 days 01:18:46.745000,01:18:46.745000
961,154,210,17,11,0.0,52,239.086,1:27.227,11,+1 Lap,11.0,0 days 01:17:31.675000,01:17:31.675000
961,18,1,14,12,0.0,52,241.503,1:26.354,11,+1 Lap,12.0,0 days 01:17:32.226000,01:17:32.226000
961,821,210,10,13,0.0,52,239.418,1:27.106,11,+1 Lap,13.0,0 days 01:17:52.418000,01:17:52.418000
961,4,1,12,14,0.0,52,244.373,1:25.340,11,+1 Lap,14.0,0 days 01:17:58.750000,01:17:58.750000
961,832,5,15,15,0.0,52,240.398,1:26.751,11,+1 Lap,15.0,0 days 01:18:01.423000,01:18:01.423000
961,828,15,19,16,0.0,52,235.509,1:28.552,11,+1 Lap,16.0,0 days 01:18:21.969000,01:18:21.969000
961,825,4,21,17,0.0,52,238.019,1:27.618,11,+1 Lap,17.0,0 days 01:18:54.688000,01:18:54.688000
961,839,209,22,18,0.0,51,235.556,1:28.534,12,+2 Laps,18.0,0 days 01:17:44.407000,01:17:44.407000
961,826,5,16,19,0.0,36,236.886,1:28.037,84,Battery,,0 days 00:54:59.697000,00:54:59.697000
961,836,209,13,20,0.0,26,235.055,1:28.723,44,Oil leak,,0 days 00:39:22.048000,00:39:22.048000
961,835,4,20,21,0.0,7,228.268,1:31.361,130,Collision damage,,0 days 00:11:43.563000,00:11:43.563000
961,831,15,18,22,0.0,6,,,130,Collision damage,,0 days 00:25:30.577000,00:25:30.577000
962,3,131,1,1,25.0,61,165.318,1:50.296,1,Finished,1.0,0 days 01:55:48.950000,01:55:48.950000
962,817,9,2,2,18.0,61,170.113,1:47.187,1,Finished,2.0,0 days 01:55:49.438000,01:55:49.438000
962,1,131,3,3,15.0,61,169.221,1:47.752,1,Finished,3.0,0 days 01:55:56.988000,01:55:56.988000
962,8,6,5,4,12.0,61,168.515,1:48.204,1,Finished,4.0,0 days 01:55:59.169000,01:55:59.169000
962,20,6,22,5,10.0,61,169.863,1:47.345,1,Finished,5.0,0 days 01:56:16.644000,01:56:16.644000
962,830,9,4,6,8.0,61,167.207,1:49.050,1,Finished,6.0,0 days 01:57:00.147000,01:57:00.147000
962,4,1,9,7,6.0,61,163.902,1:51.249,1,Finished,7.0,0 days 01:57:18.148000,01:57:18.148000
962,815,10,17,8,4.0,61,163.508,1:51.517,1,Finished,8.0,0 days 01:57:40.012000,01:57:40.012000
962,826,5,7,9,2.0,61,164.353,1:50.944,1,Finished,9.0,0 days 01:57:40.507000,01:57:40.507000
962,825,4,15,10,1.0,61,164.48,1:50.858,1,Finished,10.0,0 days 01:57:48.902000,01:57:48.902000
962,821,210,13,11,0.0,60,164.159,1:51.075,11,+1 Lap,11.0,0 days 01:56:05.789000,01:56:05.789000
962,13,3,11,12,0.0,60,163.599,1:51.455,11,+1 Lap,12.0,0 days 01:56:07.239000,01:56:07.239000
962,831,15,16,13,0.0,60,163.265,1:51.683,11,+1 Lap,13.0,0 days 01:56:26.233000,01:56:26.233000
962,832,5,6,14,0.0,60,164.965,1:50.532,11,+1 Lap,14.0,0 days 01:56:32.556000,01:56:32.556000
962,835,4,18,15,0.0,60,163.128,1:51.777,11,+1 Lap,15.0,0 days 01:56:53.524000,01:56:53.524000
962,836,209,19,16,0.0,60,162.773,1:52.021,11,+1 Lap,16.0,0 days 01:57:08.301000,01:57:08.301000
962,828,15,14,17,0.0,60,164.325,1:50.963,11,+1 Lap,17.0,0 days 01:57:08.766000,01:57:08.766000
962,839,209,21,18,0.0,59,163.17,1:51.748,12,+2 Laps,18.0,0 days 01:57:23.635000,01:57:23.635000
962,18,1,12,19,0.0,43,163.341,1:51.631,23,Brakes,,0 days 01:25:12.756000,01:25:12.756000
962,822,3,10,20,0.0,35,163.727,1:51.368,25,Overheating,,0 days 01:10:24.299000,01:10:24.299000
962,807,10,8,21,0.0,0,,,4,Collision,,,
962,154,210,20,22,0.0,0,,,54,Withdrew,,,
963,817,9,4,1,25.0,56,204.771,1:37.449,1,Finished,1.0,0 days 01:37:12.776000,01:37:12.776000
963,830,9,3,2,18.0,56,204.925,1:37.376,1,Finished,2.0,0 days 01:37:15.219000,01:37:15.219000
963,3,131,2,3,15.0,56,206.948,1:36.424,1,Finished,3.0,0 days 01:37:28.292000,01:37:28.292000
963,8,6,6,4,12.0,56,204.736,1:37.466,1,Finished,4.0,0 days 01:37:41.561000,01:37:41.561000
963,822,3,11,5,10.0,56,201.159,1:39.199,1,Finished,5.0,0 days 01:38:14.358000,01:38:14.358000
963,815,10,7,6,8.0,56,200.898,1:39.328,1,Finished,6.0,0 days 01:38:16.570000,01:38:16.570000
963,4,1,22,7,6.0,56,203.017,1:38.291,1,Finished,7.0,0 days 01:38:17.981000,01:38:17.981000
963,807,10,8,8,4.0,56,204.051,1:37.793,1,Finished,8.0,0 days 01:38:26.838000,01:38:26.838000
963,18,1,9,9,2.0,56,202.094,1:38.740,1,Finished,9.0,0 days 01:38:34.592000,01:38:34.592000
963,835,4,19,10,1.0,56,200.853,1:39.350,1,Finished,10.0,0 days 01:38:48.242000,01:38:48.242000
963,832,5,16,11,0.0,56,201.07,1:39.243,1,Finished,11.0,0 days 01:38:51.654000,01:38:51.654000
963,828,15,17,12,0.0,55,199.985,1:39.781,11,+1 Lap,12.0,0 days 01:37:22.593000,01:37:22.593000
963,13,3,10,13,0.0,55,199.707,1:39.920,11,+1 Lap,13.0,0 days 01:37:44.261000,01:37:44.261000
963,826,5,15,14,0.0,55,199.951,1:39.798,11,+1 Lap,14.0,0 days 01:37:56.157000,01:37:56.157000
963,836,209,21,15,0.0,55,200.242,1:39.653,11,+1 Lap,15.0,0 days 01:38:21.302000,01:38:21.302000
963,839,209,20,16,0.0,55,196.662,1:41.467,11,+1 Lap,16.0,0 days 01:38:42.525000,01:38:42.525000
963,831,15,18,17,0.0,46,198.574,1:40.490,23,Brakes,,0 days 01:22:47.856000,01:22:47.856000
963,1,131,1,18,0.0,40,202.391,1:38.595,5,Engine,,0 days 01:08:52.572000,01:08:52.572000
963,821,210,13,19,0.0,39,196.067,1:41.775,61,Wheel nut,,0 days 01:09:58.080000,01:09:58.080000
963,825,4,14,20,0.0,17,193.025,1:43.379,75,Power loss,,0 days 00:32:02.003000,00:32:02.003000
963,154,210,12,21,0.0,7,195.363,1:42.142,23,Brakes,,0 days 00:12:59.927000,00:12:59.927000
963,20,6,5,22,0.0,0,,,4,Collision,,,
964,3,131,1,1,25.0,53,217.651,1:36.049,1,Finished,1.0,0 days 01:26:43.333000,01:26:43.333000
964,830,9,3,2,18.0,53,216.89,1:36.386,1,Finished,2.0,0 days 01:26:48.311000,01:26:48.311000
964,1,131,2,3,15.0,53,219.703,1:35.152,1,Finished,3.0,0 days 01:26:49.109000,01:26:49.109000
964,20,6,6,4,12.0,53,219.781,1:35.118,1,Finished,4.0,0 days 01:27:03.602000,01:27:03.602000
964,8,6,8,5,10.0,53,217.785,1:35.990,1,Finished,5.0,0 days 01:27:11.703000,01:27:11.703000
964,817,9,4,6,8.0,53,218.877,1:35.511,1,Finished,6.0,0 days 01:27:17.274000,01:27:17.274000
964,815,10,5,7,6.0,53,216.061,1:36.756,1,Finished,7.0,0 days 01:27:40.828000,01:27:40.828000
964,807,10,9,8,4.0,53,214.74,1:37.351,1,Finished,8.0,0 days 01:27:42.510000,01:27:42.510000
964,13,3,12,9,2.0,53,213.787,1:37.785,1,Finished,9.0,0 days 01:28:21.096000,01:28:21.096000
964,822,3,11,10,1.0,53,213.658,1:37.844,1,Finished,10.0,0 days 01:28:21.656000,01:28:21.656000
964,154,210,7,11,0.0,53,215.473,1:37.020,1,Finished,11.0,0 days 01:28:22.587000,01:28:22.587000
964,835,4,16,12,0.0,52,213.366,1:37.978,11,+1 Lap,12.0,0 days 01:26:59.811000,01:26:59.811000
964,826,5,13,13,0.0,52,214.199,1:37.597,11,+1 Lap,13.0,0 days 01:27:05.855000,01:27:05.855000
964,825,4,17,14,0.0,52,213.24,1:38.036,11,+1 Lap,14.0,0 days 01:27:15.522000,01:27:15.522000
964,828,15,18,15,0.0,52,212.244,1:38.496,11,+1 Lap,15.0,0 days 01:27:16.276000,01:27:16.276000
964,4,1,15,16,0.0,52,212.866,1:38.208,11,+1 Lap,16.0,0 days 01:27:18.424000,01:27:18.424000
964,832,5,14,17,0.0,52,213.923,1:37.723,11,+1 Lap,17.0,0 days 01:27:19.306000,01:27:19.306000
964,18,1,22,18,0.0,52,215.124,1:37.177,11,+1 Lap,18.0,0 days 01:27:22.778000,01:27:22.778000
964,831,15,19,19,0.0,52,212.14,1:38.544,11,+1 Lap,19.0,0 days 01:27:31.584000,01:27:31.584000
964,821,210,10,20,0.0,52,213.809,1:37.775,11,+1 Lap,20.0,0 days 01:27:34.653000,01:27:34.653000
964,839,209,20,21,0.0,52,212.494,1:38.380,11,+1 Lap,21.0,0 days 01:27:36.784000,01:27:36.784000
964,836,209,21,22,0.0,52,213.318,1:38.000,11,+1 Lap,22.0,0 days 01:27:56.644000,01:27:56.644000
965,1,131,1,1,25.0,56,193.842,1:42.386,1,Finished,1.0,0 days 01:38:12.618000,01:38:12.618000
965,3,131,2,2,18.0,56,194.773,1:41.897,1,Finished,2.0,0 days 01:38:17.138000,01:38:17.138000
965,817,9,3,3,15.0,56,193.523,1:42.555,1,Finished,3.0,0 days 01:38:32.310000,01:38:32.310000
965,20,6,6,4,12.0,56,198.712,1:39.877,1,Finished,4.0,0 days 01:38:55.752000,01:38:55.752000
965,4,1,12,5,10.0,56,191.752,1:43.502,1,Finished,5.0,0 days 01:39:46.571000,01:39:46.571000
965,832,5,10,6,8.0,56,193.002,1:42.832,1,Finished,6.0,0 days 01:39:48.742000,01:39:48.742000
965,13,3,9,7,6.0,55,191.915,1:43.414,11,+1 Lap,7.0,0 days 01:38:19.087000,01:38:19.087000
965,815,10,11,8,4.0,55,190.972,1:43.925,11,+1 Lap,8.0,0 days 01:38:33.660000,01:38:33.660000
965,18,1,19,9,2.0,55,189.979,1:44.468,11,+1 Lap,9.0,0 days 01:38:35.617000,01:38:35.617000
965,154,210,17,10,1.0,55,190.221,1:44.335,11,+1 Lap,10.0,0 days 01:38:43.518000,01:38:43.518000
965,826,5,13,11,0.0,55,193.674,1:42.475,11,+1 Lap,11.0,0 days 01:39:07.442000,01:39:07.442000
965,825,4,18,12,0.0,55,189.504,1:44.730,11,+1 Lap,12.0,0 days 01:39:03.131000,01:39:03.131000
965,835,4,15,13,0.0,55,189.515,1:44.724,11,+1 Lap,13.0,0 days 01:39:13.772000,01:39:13.772000
965,828,15,16,14,0.0,55,188.765,1:45.140,11,+1 Lap,14.0,0 days 01:39:18.588000,01:39:18.588000
965,831,15,21,15,0.0,55,190.62,1:44.117,11,+1 Lap,15.0,0 days 01:39:35.362000,01:39:35.362000
965,822,3,8,16,0.0,55,189.058,1:44.977,11,+1 Lap,16.0,0 days 01:39:45.667000,01:39:45.667000
965,836,209,20,17,0.0,55,188.208,1:45.451,11,+1 Lap,17.0,0 days 01:39:46.822000,01:39:46.822000
965,839,209,22,18,0.0,54,191.599,1:43.585,12,+2 Laps,18.0,0 days 01:38:36.495000,01:38:36.495000
965,8,6,5,19,0.0,38,194.88,1:41.841,36,Wheel,,0 days 01:07:32.749000,01:07:32.749000
965,830,9,4,20,0.0,28,193.77,1:42.424,6,Gearbox,,0 days 00:49:28.119000,00:49:28.119000
965,821,210,14,21,0.0,16,188.364,1:45.364,23,Brakes,,0 days 00:29:28.943000,00:29:28.943000
965,807,10,7,22,0.0,1,,,4,Collision,,0 days 00:02:23.182000,00:02:23.182000
966,1,131,1,1,25.0,71,187.592,1:22.596,1,Finished,1.0,0 days 01:40:31.402000,01:40:31.402000
966,3,131,2,2,18.0,71,187.148,1:22.792,1,Finished,2.0,0 days 01:40:39.756000,01:40:39.756000
966,817,9,4,3,15.0,71,190.972,1:21.134,1,Finished,3.0,0 days 01:40:52.260000,01:40:52.260000
966,830,9,3,4,12.0,71,186.934,1:22.887,1,Finished,4.0,0 days 01:40:47.725000,01:40:47.725000
966,20,6,7,5,10.0,71,187.817,1:22.497,1,Finished,5.0,0 days 01:40:48.715000,01:40:48.715000
966,8,6,6,6,8.0,71,187.783,1:22.512,1,Finished,6.0,0 days 01:41:20.778000,01:41:20.778000
966,807,10,5,7,6.0,71,186.034,1:23.288,1,Finished,7.0,0 days 01:41:30.293000,01:41:30.293000
966,822,3,8,8,4.0,71,185.472,1:23.540,1,Finished,8.0,0 days 01:41:37.014000,01:41:37.014000
966,13,3,9,9,2.0,71,185.392,1:23.576,1,Finished,9.0,0 days 01:41:47.608000,01:41:47.608000
966,815,10,12,10,1.0,71,185.324,1:23.607,1,Finished,10.0,0 days 01:41:48.200000,01:41:48.200000
966,828,15,15,11,0.0,70,183.713,1:24.340,11,+1 Lap,11.0,0 days 01:41:06.179000,01:41:06.179000
966,18,1,13,12,0.0,70,184.948,1:23.777,11,+1 Lap,12.0,0 days 01:41:12.962000,01:41:12.962000
966,4,1,11,13,0.0,70,185.189,1:23.668,11,+1 Lap,13.0,0 days 01:41:21.399000,01:41:21.399000
966,835,4,21,14,0.0,70,183.205,1:24.574,11,+1 Lap,14.0,0 days 01:41:27.597000,01:41:27.597000
966,831,15,19,15,0.0,70,185.213,1:23.657,11,+1 Lap,15.0,0 days 01:41:35.456000,01:41:35.456000
966,832,5,10,16,0.0,70,183.437,1:24.467,11,+1 Lap,16.0,0 days 01:41:32.263000,01:41:32.263000
966,825,4,14,17,0.0,70,186.351,1:23.146,11,+1 Lap,17.0,0 days 01:41:41.268000,01:41:41.268000
966,826,5,18,18,0.0,70,185.299,1:23.618,11,+1 Lap,18.0,0 days 01:41:36.274000,01:41:36.274000
966,821,210,17,19,0.0,70,185.659,1:23.456,11,+1 Lap,19.0,0 days 01:41:41.934000,01:41:41.934000
966,154,210,22,20,0.0,70,186.056,1:23.278,11,+1 Lap,20.0,0 days 01:41:50.937000,01:41:50.937000
966,839,209,20,21,0.0,69,182.364,1:24.964,12,+2 Laps,21.0,0 days 01:41:01.123000,01:41:01.123000
966,836,209,16,22,0.0,0,,,4,Collision,,,
967,1,131,1,1,25.0,71,181.137,1:25.639,1,Finished,1.0,0 days 03:01:01.335000,03:01:01.335000
967,3,131,2,2,18.0,71,179.912,1:26.222,1,Finished,2.0,0 days 03:01:12.790000,03:01:12.790000
967,830,9,4,3,15.0,71,181.846,1:25.305,1,Finished,3.0,0 days 03:01:22.816000,03:01:22.816000
967,815,10,9,4,12.0,71,178.113,1:27.093,1,Finished,4.0,0 days 03:01:26.681000,03:01:26.681000
967,20,6,5,5,10.0,71,179.968,1:26.195,1,Finished,5.0,0 days 03:01:27.669000,03:01:27.669000
967,832,5,15,6,8.0,71,177.99,1:27.153,1,Finished,6.0,0 days 03:01:30.495000,03:01:30.495000
967,807,10,8,7,6.0,71,178.862,1:26.728,1,Finished,7.0,0 days 03:01:31.162000,03:01:31.162000
967,817,9,6,8,4.0,71,181.363,1:25.532,1,Finished,8.0,0 days 03:01:31.821000,03:01:31.821000
967,831,15,21,9,2.0,71,177.189,1:27.547,1,Finished,9.0,0 days 03:01:43.955000,03:01:43.955000
967,4,1,10,10,1.0,71,178.09,1:27.104,1,Finished,10.0,0 days 03:01:45.767000,03:01:45.767000
967,822,3,11,11,0.0,71,180.246,1:26.062,1,Finished,11.0,0 days 03:01:46.627000,03:01:46.627000
967,839,209,22,12,0.0,71,176.686,1:27.796,1,Finished,12.0,0 days 03:01:47.144000,03:01:47.144000
967,826,5,14,13,0.0,71,177.333,1:27.476,1,Finished,13.0,0 days 03:01:52.527000,03:01:52.527000
967,825,4,18,14,0.0,71,179.284,1:26.524,1,Finished,14.0,0 days 03:01:52.890000,03:01:52.890000
967,836,209,19,15,0.0,71,176.439,1:27.919,1,Finished,15.0,0 days 03:02:01.833000,03:02:01.833000
967,18,1,17,16,0.0,71,178.338,1:26.983,1,Finished,16.0,0 days 03:02:23.329000,03:02:23.329000
967,821,210,12,17,0.0,60,176.668,1:27.805,31,Retired,,0 days 02:46:07.069000,02:46:07.069000
967,13,3,13,18,0.0,46,178.782,1:26.767,4,Collision,,0 days 02:20:54.430000,02:20:54.430000
967,835,4,16,19,0.0,20,164.441,1:34.334,130,Collision damage,,0 days 00:38:25.510000,00:38:25.510000
967,8,6,3,20,0.0,19,174.596,1:28.847,4,Collision,,0 days 00:35:46.612000,00:35:46.612000
967,828,15,20,21,0.0,11,169.97,1:31.265,4,Collision,,0 days 00:21:10.514000,00:21:10.514000
967,154,210,7,22,0.0,0,,,54,Withdrew,,,
968,1,131,1,1,25.0,55,190.174,1:45.137,1,Finished,1.0,0 days 01:38:04.013000,01:38:04.013000
968,3,131,2,2,18.0,55,189.95,1:45.261,1,Finished,2.0,0 days 01:38:04.452000,01:38:04.452000
968,20,6,5,3,15.0,55,192.756,1:43.729,1,Finished,3.0,0 days 01:38:04.856000,01:38:04.856000
968,830,9,6,4,12.0,55,190.084,1:45.187,1,Finished,4.0,0 days 01:38:05.698000,01:38:05.698000
968,817,9,3,5,10.0,55,190.624,1:44.889,1,Finished,5.0,0 days 01:38:09.328000,01:38:09.328000
968,8,6,4,6,8.0,55,190.127,1:45.163,1,Finished,6.0,0 days 01:38:22.829000,01:38:22.829000
968,807,10,7,7,6.0,55,188.717,1:45.949,1,Finished,7.0,0 days 01:38:54.127000,01:38:54.127000
968,815,10,8,8,4.0,55,189.972,1:45.249,1,Finished,8.0,0 days 01:39:02.789000,01:39:02.789000
968,13,3,10,9,2.0,55,189.206,1:45.675,1,Finished,9.0,0 days 01:39:03.449000,01:39:03.449000
968,4,1,9,10,1.0,55,191.343,1:44.495,1,Finished,10.0,0 days 01:39:03.909000,01:39:03.909000
968,154,210,14,11,0.0,55,190.477,1:44.970,1,Finished,11.0,0 days 01:39:20.790000,01:39:20.790000
968,821,210,13,12,0.0,55,188.754,1:45.928,1,Finished,12.0,0 days 01:39:39.126000,01:39:39.126000
968,839,209,20,13,0.0,54,188.29,1:46.189,11,+1 Lap,13.0,0 days 01:38:34.474000,01:38:34.474000
968,836,209,16,14,0.0,54,188.368,1:46.145,11,+1 Lap,14.0,0 days 01:38:40.779000,01:38:40.779000
968,828,15,22,15,0.0,54,188.242,1:46.216,11,+1 Lap,15.0,0 days 01:38:41.672000,01:38:41.672000
968,831,15,19,16,0.0,54,188.117,1:46.287,11,+1 Lap,16.0,0 days 01:38:47.042000,01:38:47.042000
968,835,4,15,17,0.0,54,189.134,1:45.715,11,+1 Lap,17.0,0 days 01:38:50.205000,01:38:50.205000
968,832,5,21,18,0.0,41,187.58,1:46.591,130,Collision damage,,0 days 01:15:22.129000,01:15:22.129000
968,826,5,17,19,0.0,14,183.853,1:48.752,6,Gearbox,,0 days 00:26:02.917000,00:26:02.917000
968,18,1,12,20,0.0,12,183.851,1:48.753,22,Suspension,,0 days 00:22:42.839000,00:22:42.839000
968,822,3,11,21,0.0,6,185.413,1:47.837,22,Suspension,,0 days 00:11:03.071000,00:11:03.071000
968,825,4,18,22,0.0,5,184.108,1:48.601,22,Suspension,,0 days 00:09:47.308000,00:09:47.308000
969,20,6,2,1,25.0,57,220.351,1:26.638,1,Finished,1.0,0 days 01:24:11.672000,01:24:11.672000
969,1,131,1,2,18.0,57,219.351,1:27.033,1,Finished,2.0,0 days 01:24:21.647000,01:24:21.647000
969,822,131,3,3,15.0,57,220.465,1:26.593,1,Finished,3.0,0 days 01:24:22.922000,01:24:22.922000
969,8,6,4,4,12.0,57,220.605,1:26.538,1,Finished,4.0,0 days 01:24:34.065000,01:24:34.065000
969,830,9,5,5,10.0,57,219.525,1:26.964,1,Finished,5.0,0 days 01:24:40.499000,01:24:40.499000
969,13,3,7,6,8.0,57,216.83,1:28.045,1,Finished,6.0,0 days 01:25:35.058000,01:25:35.058000
969,815,10,10,7,6.0,56,216.115,1:28.336,11,+1 Lap,7.0,0 days 01:24:27.579000,01:24:27.579000
969,832,5,8,8,4.0,56,217.74,1:27.677,11,+1 Lap,8.0,0 days 01:24:28.873000,01:24:28.873000
969,826,5,9,9,2.0,56,220.165,1:26.711,11,+1 Lap,9.0,0 days 01:24:42.486000,01:24:42.486000
969,839,10,13,10,1.0,56,215.776,1:28.475,11,+1 Lap,10.0,0 days 01:25:20.115000,01:25:20.115000
969,807,4,11,11,0.0,56,215.749,1:28.486,11,+1 Lap,11.0,0 days 01:25:21.125000,01:25:21.125000
969,841,15,16,12,0.0,55,214.378,1:29.052,12,+2 Laps,12.0,0 days 01:24:44.265000,01:24:44.265000
969,838,1,18,13,0.0,55,213.448,1:29.440,12,+2 Laps,13.0,0 days 01:24:58.807000,01:24:58.807000
969,4,1,12,14,0.0,50,211.938,1:30.077,76,Vibrations,,0 days 01:16:26.419000,01:16:26.419000
969,825,210,17,15,0.0,46,218.011,1:27.568,22,Suspension,,0 days 01:12:03.297000,01:12:03.297000
969,840,3,20,16,0.0,40,213.569,1:29.389,23,Brakes,,0 days 01:01:54.421000,01:01:54.421000
969,817,9,0,17,0.0,25,213.431,1:29.447,131,Power Unit,,0 days 00:41:12.001000,00:41:12.001000
969,828,15,14,18,0.0,21,207.391,1:32.052,9,Hydraulics,,0 days 00:33:01.470000,00:33:01.470000
969,835,4,19,19,0.0,15,207.069,1:32.195,23,Brakes,,0 days 00:24:07.683000,00:24:07.683000
969,154,210,6,20,0.0,13,211.689,1:30.183,47,Water leak,,0 days 00:19:47.343000,00:19:47.343000
970,1,131,1,1,25.0,56,205.745,1:35.378,1,Finished,1.0,0 days 01:37:36.158000,01:37:36.158000
970,20,6,2,2,18.0,56,205.648,1:35.423,1,Finished,2.0,0 days 01:37:42.408000,01:37:42.408000
970,830,9,16,3,15.0,56,202.886,1:36.722,1,Finished,3.0,0 days 01:38:21.350000,01:38:21.350000
970,817,9,5,4,12.0,56,202.741,1:36.791,1,Finished,4.0,0 days 01:38:22.193000,01:38:22.193000
970,8,6,4,5,10.0,56,204.406,1:36.003,1,Finished,5.0,0 days 01:38:24.234000,01:38:24.234000
970,822,131,3,6,8.0,56,204.734,1:35.849,1,Finished,6.0,0 days 01:38:24.966000,01:38:24.966000
970,832,5,11,7,6.0,56,201.478,1:37.398,1,Finished,7.0,0 days 01:38:49.051000,01:38:49.051000
970,825,210,12,8,4.0,55,201.209,1:37.528,11,+1 Lap,8.0,0 days 01:37:45.844000,01:37:45.844000
970,815,10,8,9,2.0,55,203.288,1:36.531,11,+1 Lap,9.0,0 days 01:38:00.090000,01:38:00.090000
970,839,10,17,10,1.0,55,202.23,1:37.036,11,+1 Lap,10.0,0 days 01:38:06.668000,01:38:06.668000
970,154,210,19,11,0.0,55,201.162,1:37.551,11,+1 Lap,11.0,0 days 01:38:19.297000,01:38:19.297000
970,807,4,7,12,0.0,55,200.21,1:38.015,11,+1 Lap,12.0,0 days 01:38:36.150000,01:38:36.150000
970,835,4,20,13,0.0,55,199.871,1:38.181,11,+1 Lap,13.0,0 days 01:38:38.199000,01:38:38.199000
970,13,3,6,14,0.0,55,203.33,1:36.511,11,+1 Lap,14.0,0 days 01:38:44.386000,01:38:44.386000
970,828,15,14,15,0.0,55,196.763,1:39.732,11,+1 Lap,15.0,0 days 01:39:12.856000,01:39:12.856000
970,4,1,13,16,0.0,33,197.23,1:39.496,30,Driveshaft,,0 days 01:01:12.183000,01:01:12.183000
970,826,5,9,17,0.0,18,196.059,1:40.090,9,Hydraulics,,0 days 00:36:36.260000,00:36:36.260000
970,838,1,15,18,0.0,17,193.412,1:41.460,32,Fuel pressure,,0 days 00:35:49.080000,00:35:49.080000
970,841,15,18,19,0.0,3,,,3,Accident,,0 days 00:07:11.638000,00:07:11.638000
970,840,3,10,20,0.0,0,,,4,Collision,,,
971,20,6,3,1,25.0,57,207.652,1:33.826,1,Finished,1.0,0 days 01:33:53.374000,01:33:53.374000
971,1,131,2,2,18.0,57,209.952,1:32.798,1,Finished,2.0,0 days 01:34:00.034000,01:34:00.034000
971,822,131,1,3,15.0,57,207.076,1:34.087,1,Finished,3.0,0 days 01:34:13.771000,01:34:13.771000
971,8,6,5,4,12.0,57,207.887,1:33.720,1,Finished,4.0,0 days 01:34:15.849000,01:34:15.849000
971,817,9,4,5,10.0,57,208.387,1:33.495,1,Finished,5.0,0 days 01:34:32.720000,01:34:32.720000
971,13,3,8,6,8.0,57,206.705,1:34.256,1,Finished,6.0,0 days 01:34:47.700000,01:34:47.700000
971,815,10,18,7,6.0,57,205.933,1:34.609,1,Finished,7.0,0 days 01:34:55.980000,01:34:55.980000
971,154,210,9,8,4.0,57,205.198,1:34.948,1,Finished,8.0,0 days 01:35:08.239000,01:35:08.239000
